Date,SRC,ID,loan_amnt,int_rate,installment,grade_new,annual_inc,verification_status_new,addr_state,fico_pct_change_new,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,tot_hi_cred_lim,total_bal_ex_mort,total_il_high_credit_limit,loan_status_new
7/1/2016,S&P,84613183,21100,17.99,762.71,0,44000,0,AZ,0,24964,87.6,12923.89,8570.62,4353.27,762.71,24964,28500,4993,28500,24964,0,0
8/1/2016,Reuters,87285176,10000,6.99,308.73,1,160000,0,IN,1,727,6.9,4931.91,4186.93,744.98,308.73,19874,10500,9937,42963,19874,32463,0
3/1/2017,Fake,102607181,3000,11.49,98.92,1,70000,1,AZ,0,7495,36.9,787.53,580.74,206.79,98.92,227113,20300,28389,242375,12113,7075,0
12/1/2016,BBG,94290728,15000,6.99,463.09,1,64000,0,GA,0,12608,48.7,15822.65002,15000,822.65,11666.49,61989,25900,8856,106900,21911,15000,0
4/1/2015,S&P,45344158,15000,9.17,478.19,1,60000,1,MD,0,6443,23.5,17141.00154,15000,2141,3281.13,33632,27400,4204,58652,33632,31252,0
2/1/2016,Reuters,71016677,2000,11.47,65.93,1,65000,1,MD,0,7052,94,2258.387326,2000,258.39,1019.76,93088,7500,5818,105878,93088,92793,0
3/1/2016,Fake,74563213,8625,13.67,293.41,1,24000,0,CT,0,6065,65.2,6148.51,4595.24,1553.27,293.41,6065,9300,1011,9300,6065,0,0
6/1/2016,BBG,82417226,15600,13.99,362.91,1,39500,1,NY,0,9629,25.5,6520.26,3602.63,2917.63,362.91,17345,37800,1445,53800,17345,16000,0
11/1/2014,S&P,33531218,6500,12.39,217.11,1,71000,0,GA,0,34817,78.2,6868.73,6500,368.73,7.87,125816,44500,8388,155083,80102,59708,0
5/1/2015,Reuters,50014591,5500,16.99,196.07,0,24000,1,NJ,0,4421,55.3,5910.65,4370.26,1540.39,196.07,18566,8000,2652,24844,18566,16844,0
8/1/2017,Fake,115089107,15000,12.62,502.67,1,55000,1,FL,0,14052,78.5,2063.26,1401.6,661.66,502.67,37781,17900,3435,45044,37781,27144,0
5/1/2015,BBG,47897177,8000,10.99,261.88,1,50000,0,WI,1,450,3.7,8472.29,8000,472.29,1567.77,42779,12300,4753,53105,42779,40805,0
8/1/2017,S&P,113203322,9600,10.42,311.67,1,108000,1,CA,0,16783,78.1,1235.57,925.2,310.37,311.67,364079,21500,36408,396023,36899,40682,0
4/1/2015,Reuters,43215825,10000,13.99,232.64,1,44000,1,NC,0,5299,55.2,7428.94,4470.22,2958.72,232.64,134455,9600,14939,141324,31137,27124,0
9/1/2017,Fake,118310806,5000,12.62,167.56,1,52000,1,SC,0,3534,21.7,499.17,348.57,150.6,167.56,94387,16300,10487,134337,32512,33437,0
5/1/2015,BBG,46958394,10000,6.39,305.99,1,102000,0,LA,0,11615,103.7,10725.45,10000,725.45,5833.16,51665,11200,6458,106259,51665,95059,0
6/1/2016,S&P,81353578,13250,9.75,425.99,1,73000,1,MA,0,10614,59,7660.64,6143.42,1517.22,425.99,259087,18000,25909,307934,82603,92934,0
7/1/2017,Reuters,113446830,14000,16.02,340.61,1,95700,0,AZ,0,7351,41.3,14007.3514,14000,7.35,14032.27,225495,17800,22550,252946,26984,34152,0
10/1/2014,Fake,32388824,28000,8.39,882.47,1,140000,0,WA,0,36113,52.8,31535.13966,28000,3535.14,7734.55,99407,68400,4970,136316,99407,67916,0
5/1/2014,BBG,17793130,20000,16.99,712.96,0,132000,1,GA,0,12249,94.2,25842.62399,20000,5735.67,1482.84,349931,13000,38881,374735,121454,127535,0
4/1/2016,S&P,76264837,22475,11.99,499.84,1,78000,0,NY,1,323,1,23722.56,22475,1247.56,21753.14,417818,33700,32140,484411,49843,77726,0
4/1/2013,Reuters,4245649,18075,15.8,437.64,1,50000,1,NJ,0,14347,51.4,5405.46,1450.58,1605.69,437.64,184046,27900,12270,201883,19241,5859,1
3/1/2017,Fake,98768130,10000,12.74,335.69,1,40000,1,CA,0,9588,84.8,3014.13,2155.64,858.49,335.69,26831,11300,5366,32947,26831,21647,0
12/1/2015,BBG,67555645,9000,5.32,271.04,1,60000,1,NJ,1,1546,4.2,6502.3,5839.6,662.7,271.04,233369,36500,19447,306267,27568,50380,0
9/1/2015,S&P,60752799,9000,12.29,300.18,1,70000,1,TX,0,6052,97.6,7798.54,6159.98,1638.56,300.18,21427,6200,4285,33712,21427,27512,0
3/1/2016,Reuters,76001826,12000,11.47,395.55,1,45000,1,GA,0,8760,43.2,7532.89,5821.03,1711.86,395.55,17355,20300,1928,29800,17355,9500,0
2/1/2014,Fake,11325668,3600,20.5,134.71,0,17202.51,1,AZ,0,3413,66.9,4852.74,3600,1252.74,134.61,3413,5100,683,5100,3413,0,0
1/1/2017,BBG,96852839,12000,12.74,402.83,1,109000,1,RI,0,20318,66.2,4386.65,3195.8,1190.85,402.83,20318,30700,2032,30700,20318,0,0
3/1/2016,S&P,75141999,10000,17.27,249.98,0,30000,1,CA,0,3646,48.6,4156.73,1376.74,1613.43,514.96,22539,7500,2049,30017,22539,22517,1
1/1/2015,Reuters,38272020,6475,14.99,224.43,1,30000,1,KY,0,16064,97.4,7844.27,6253.5,1590.77,224.43,37692,16500,6282,55716,26680,15403,0
12/1/2015,Fake,65956366,26400,24.99,774.73,0,60000,1,OH,0,5772,26.1,8771.61,1936.38,4188.16,774.73,75778,22100,3295,94802,75778,72702,1
6/1/2013,BBG,5629439,27500,19.05,714.13,0,62500,1,SC,0,10356,87.8,27947.86995,14094.5,13817.66,714.13,247981,11800,30998,272672,50490,48806,1
11/1/2013,S&P,8609368,6600,8.9,209.58,1,38000,0,NC,0,6958,60.5,7429.740001,6600,829.74,1990.24,8799,11500,1257,38212,8799,26712,0
11/1/2015,Reuters,63987436,8000,9.99,258.1,1,20400,1,IN,0,4553,51.7,6443.62,5296.27,1147.35,258.1,4553,8800,759,8800,4553,0,0
5/1/2013,Fake,4804921,15000,18.49,545.99,0,125000,1,MD,0,20308,32.9,15051.95,9976.06,4219.68,545.99,38791,61700,2282,89710,38791,28010,1
1/1/2017,BBG,96244817,18000,15.99,437.63,1,95000,0,TX,0,10219,30.8,4797.94,2326.48,2471.46,437.63,72182,33200,6015,106246,72182,73046,0
4/1/2016,S&P,76272487,8000,7.39,248.45,1,87000,0,IL,0,11167,37.3,8437.835074,8000,437.84,1412.82,18963,29900,1896,42140,18963,12240,0
9/1/2015,Reuters,60636354,20000,8.18,407.26,1,48000,0,TX,0,15769,55.1,10977.84,8001.63,2976.21,407.26,269148,28600,10766,291675,269148,263075,0
11/1/2016,Fake,91834649,20000,13.99,683.46,1,105000,1,WA,0,40863,100,8853.89,6281.31,2572.58,683.46,59251,40800,5925,88658,59251,47858,0
7/1/2015,BBG,54098246,21000,8.18,659.81,1,110000,1,CA,0,21561,68.2,19115.4,16504.78,2610.62,659.81,80905,31600,6742,131223,80905,99623,0
2/1/2015,S&P,40684252,35000,11.53,770.27,1,140000,1,CA,0,68772,79.2,26166.76,17353.21,8813.55,770.27,956383,154800,73568,1106668,108627,37493,0
4/1/2017,Reuters,106406698,4000,8.24,125.79,1,38000,0,OH,1,245,18.8,1002.66,805.75,196.91,125.79,4621,1300,1155,10455,4621,8707,0
11/1/2015,Fake,63450791,26400,20.99,714.07,0,60000,0,CA,0,4272,10,17820.96,7827.09,9993.87,714.07,12009,42800,667,59184,12009,16384,0
1/1/2014,BBG,10133102,11000,20.5,411.61,0,51000,0,TX,0,8278,87.1,3488.08,1157.22,900.61,411.61,21139,9500,2349,24621,21139,15121,1
3/1/2017,S&P,99943056,10000,23.99,287.63,0,41000,0,NJ,1,2426,13.1,2575.34,855.58,1719.76,287.63,26272,18500,3284,55445,26272,36945,0
6/1/2015,Reuters,50527651,14000,7.89,438,1,77500,1,FL,0,7034,37.2,15562.08323,14000,1562.08,5500.35,72485,18900,4264,84016,72485,65116,0
4/1/2017,Fake,102606261,17000,8.24,534.61,1,45000,0,CT,0,16136,37,4262.9,3440.61,822.29,534.61,84935,43600,5662,107386,84935,63786,0
3/1/2015,BBG,42284804,16000,6.39,489.59,1,80000,1,NH,0,9937,57.4,16150.79,14546.99,1603.8,489.59,188844,17300,17168,222196,22315,34846,0
8/1/2016,S&P,88154466,8000,11.49,263.78,1,60000,1,ID,0,29291,59.1,8121.25,8000,121.25,8131.46,105862,49600,9624,136471,49135,26871,0
11/1/2016,Reuters,93882504,5000,13.99,170.87,1,95000,1,IL,0,5994,52.1,2211.59,1570.4,641.19,170.87,437745,11500,43775,443851,61147,50265,0
3/1/2014,Fake,13157623,6000,15.61,209.79,1,60000,1,NC,0,12342,60.5,7505.292875,6000,1505.29,161.8,51709,20400,4701,64694,51709,44294,0
11/1/2015,BBG,63405140,3200,9.99,103.24,1,58000,1,FL,0,5204,7.6,3413.15,3200,213.15,2692.25,43044,68200,1537,110431,43044,42231,0
6/1/2016,S&P,84110396,8800,8.99,279.8,1,30000,1,DE,0,3628,20.2,9446.351251,8800,646.35,1733.55,111990,18000,4148,129592,111990,111592,0
12/1/2013,Reuters,9855680,25200,15.61,607.61,1,1.00E+05,1,IL,0,25597,84.8,29165.28002,18489.88,10675.4,607.61,219121,30200,21912,241054,41087,22854,0
9/1/2016,Fake,88869374,10000,19.99,264.89,0,50000,1,CT,0,5801,32.8,11497.22003,10000,1497.22,9389.21,204650,17700,12791,210553,57765,45456,0
8/1/2015,BBG,58572274,30000,25.78,894.32,0,155000,1,OH,0,42075,93.9,24997.99,9457.81,15540.18,894.32,227352,44800,17489,249585,95418,64785,0
10/1/2014,S&P,30906165,7000,12.49,234.15,1,34902.4,1,MI,0,6337,79.2,8392.452164,7000,1392.45,1372.81,13537,8000,1354,21538,13537,13538,0
4/1/2013,Reuters,3703739,15000,13.11,506.21,1,75000,1,NJ,0,13029,29.6,18223.31415,15000,3223.31,505.96,15738,44000,656,56500,15738,12500,0
8/1/2015,Fake,58461217,15000,20.99,405.72,0,165000,1,TX,1,5099,7.5,14957.27,10563.91,4393.36,405.72,56444,67700,2971,143566,56444,75866,0
8/1/2017,BBG,116799111,10000,15.05,346.9,1,65000,1,PA,0,3449,17.6,1379.24,902.74,476.5,346.9,115262,19600,9605,144325,37474,44725,0
3/1/2016,S&P,73638988,3000,14.46,103.21,1,45000,1,NJ,0,13880,45.4,2162.59,1591.64,570.95,103.21,92404,30600,11551,110898,92404,80298,0
10/1/2015,Reuters,61404197,20000,11.53,659.81,1,98000,1,PA,0,25364,90.9,17123.03,13736.07,3386.96,659.81,140876,27900,12807,149744,33829,13735,0
10/1/2015,Fake,61500450,16000,22.99,450.96,0,63000,1,CA,0,31619,97.6,1783.4,594.52,1188.88,450.96,61543,32400,10257,62579,61543,30179,1
8/1/2015,BBG,57235302,3200,19.19,117.61,0,90000,1,CA,0,32628,86.8,4147.450064,3200,947.45,882.41,99389,37600,8282,105185,99389,67585,0
6/1/2017,S&P,110353169,12425,17.09,443.55,0,45000,1,AZ,0,7592,24.1,2637.71,1657.63,980.08,443.55,10926,31500,2185,47100,10926,15600,0
9/1/2017,Reuters,118147434,9600,13.59,326.2,1,33660,1,AL,0,922,51.2,971.35,659.86,311.49,326.2,45718,1800,3810,50108,45718,48308,0
11/1/2013,Fake,8998975,12000,10.99,392.81,1,140000,1,KY,0,16504,72.4,13551.33,12000,1551.33,7266.37,44973,22800,4997,84318,44973,56964,0
1/1/2015,BBG,39731994,30000,15.59,1048.65,0,121500,1,OH,0,34307,72,34439.93,30000,4439.93,21908.1,111105,47643,7407,154057,111105,106414,0
9/1/2017,S&P,116928281,6475,21.45,245.45,0,18000,1,GA,0,13752,64.3,728.63,396.13,332.5,245.45,32526,21400,4647,38352,32526,16952,0
9/1/2013,Reuters,7066963,9250,11.55,305.25,1,85600,0,IN,0,22935,62.2,10357.56991,9250,1107.57,6085.48,163684,36896,9628,180746,53413,29534,0
4/1/2016,Fake,76436320,11725,15.31,280.85,1,35580,1,PA,0,6313,31.9,5597.05,2969.09,2627.96,280.85,13957,19800,1396,47874,13957,28074,0
3/1/2017,BBG,100043402,8000,15.99,281.22,1,46850,0,NY,0,14333,49,2523.87,1658,865.87,281.22,30332,29400,2527,54842,30332,25442,0
12/1/2015,S&P,66121442,30000,7.26,929.89,1,94000,1,TX,0,29661,44.1,22287.11,19268.27,3018.84,929.89,118230,67300,6568,188580,51611,46280,0
3/1/2016,Reuters,74905481,21600,16.29,528.61,0,88500,0,TX,0,8547,53.8,24432.65615,21600,2832.66,19694.72,48437,15900,5382,59685,48437,43785,0
5/1/2016,Fake,78719801,7000,6.49,214.52,1,31620,0,PA,1,7397,37,4054.42,3525.06,529.36,214.52,21159,20000,3023,50125,21159,30125,0
8/1/2014,BBG,23965442,11850,20.99,320.52,0,50000,1,FL,0,4925,91.2,12894.92,6479.73,6415.19,320.52,49709,5400,7101,56029,49709,50629,0
10/1/2015,S&P,61382075,4000,18.25,145.12,0,36000,1,MS,0,17602,50,3769.06,2663.49,1105.57,145.12,165828,35200,11055,197966,58188,42381,0
7/1/2015,Reuters,55958704,14000,5.32,421.61,1,36600,1,IN,0,14487,41.3,11800.94,10688.3,1112.64,421.61,50235,35100,5582,75100,14487,0,0
2/1/2016,Fake,72063597,12000,23.13,339.19,0,170000,1,TX,0,5240,43.7,7161.54,2760.26,4401.28,339.19,225074,12000,28134,248611,22400,33111,0
1/1/2017,BBG,96758291,9750,13.49,330.83,1,110000,1,ID,0,8131,81.3,3624.52,2574.96,1049.56,330.83,338108,10000,56351,397771,62659,78783,0
12/1/2015,S&P,66584693,26900,20.99,727.59,0,87058,1,IL,0,24507,78,17399.42,7585.46,9813.96,727.59,245580,30400,24558,282313,70700,57500,0
8/1/2015,Reuters,55933852,30000,13.33,687.68,1,2.00E+05,1,TX,0,28247,84.6,33454.25,30000,3454.25,27165.16,415537,33400,31964,439155,116502,97005,0
8/1/2015,Fake,56089796,20325,21.99,561.24,0,59800,1,AR,0,19574,98.4,12912.8,4244.67,6399.18,591.19,184477,19900,36895,199632,51077,36363,1
3/1/2017,BBG,102444982,7500,11.39,246.93,1,38500,0,CA,0,6096,28.9,1970.69,1452.72,517.97,246.93,30929,21100,3093,41050,30929,19950,0
1/1/2015,S&P,39591861,12000,12.99,272.98,1,48000,1,FL,0,8701,96.7,9272.66,5842.07,3430.59,272.98,15066,9000,3767,19005,15066,10005,0
10/1/2015,Reuters,61462155,5000,13.33,169.27,1,65000,1,CA,0,10337,62.3,4391.76,3406.46,985.3,169.27,12668,16600,974,19100,12668,2500,0
9/1/2016,Fake,88949136,21000,10.49,682.46,1,58200,1,IN,0,14584,86.8,10267.49,7958.99,2308.5,682.46,14584,16800,7292,16800,14584,0,0
2/1/2017,BBG,97338894,7500,5.32,225.87,1,135000,0,TX,0,5001,17.2,3006.48,2727.26,279.22,225.87,59956,29000,6662,100700,59956,71700,0
2/1/2017,S&P,97327736,3200,15.99,112.49,1,60000,1,TX,0,1445,23.3,1122.06,741.91,380.15,112.49,19062,6200,2723,26167,19062,19967,0
6/1/2017,Reuters,110081095,14000,9.93,451.29,1,135000,0,NY,1,12765,13.8,2700.02,2054.74,645.28,451.29,352296,92500,32027,484500,12765,0,0
6/1/2017,Fake,110498874,4000,12.62,134.05,1,57000,0,TX,0,1888,24.5,801.5,566.62,234.88,134.05,91143,7700,9114,127605,26538,30311,0
1/1/2016,BBG,70192461,19200,20.5,514.04,0,58000,1,OH,0,9966,59.7,22296.33,19200,3096.33,17713.7,33835,16700,4229,48902,33835,32202,0
4/1/2016,S&P,76437431,11975,15.31,416.94,1,45000,1,OK,0,6930,67.3,1597.1,264.16,142.59,416.94,40057,10300,6676,48137,40057,37837,1
2/1/2017,Reuters,98178281,12000,19.99,445.91,0,35000,1,MI,0,14647,21.7,3999.86,2367.5,1632.36,445.91,22785,67600,1036,78515,22785,10915,0
10/1/2014,Fake,29164249,15000,14.49,352.85,1,41600,1,MA,0,8889,63,19759.73799,15000,4759.74,8470.48,59918,14100,6658,73055,59918,58955,0
3/1/2013,BBG,3359529,21200,17.77,535.7,0,60000,1,TX,0,24672,76.6,31399.37534,21200,10199.38,7767.67,31244,32200,4463,42975,31244,10775,0
3/1/2017,S&P,99668247,11025,13.49,374.09,1,35360,1,TN,0,6266,78.3,3358.55,2355.29,1003.26,374.09,180192,8000,25742,187751,47576,45446,0
3/1/2016,Reuters,75860321,35000,19.53,1292.36,0,155000,1,FL,0,22325,48.5,25809.22,16923.73,8885.49,1292.36,409135,46000,51142,445387,116021,63232,0
12/1/2013,Fake,9854892,28000,13.53,950.6,1,221000,1,CA,0,42266,81.8,34221.35233,28000,6221.35,950.35,62715,51700,6272,92964,62715,41264,0
7/1/2016,BBG,84606597,5000,6.99,154.37,1,80000,1,CA,0,21220,33.4,2622.35,2231.33,391.02,154.37,314639,63500,16560,367500,39726,25000,0
8/1/2015,S&P,57714347,5775,11.53,190.52,1,45000,1,CA,0,7724,40,6500.954189,5775,725.95,3830.32,371134,19300,33739,402666,10364,17066,0
4/1/2015,Reuters,46407090,12000,9.17,382.55,1,94600,0,CA,0,6442,74.9,13726.7748,12000,1726.77,2256.38,83544,8600,16709,103655,83544,95055,0
1/1/2015,Fake,38466033,17050,17.14,609.07,0,65000,1,AR,0,15479,49.3,21902.48109,17050,4852.48,1160.34,234905,31400,10678,253113,97002,79439,0
6/1/2017,BBG,110499420,15000,16.02,527.51,1,43000,1,GA,0,25246,86.5,3151.71,2030.27,1121.44,527.51,25246,29200,4208,29200,25246,0,0
2/1/2016,S&P,69992086,7800,6.49,239.03,1,55000,1,OH,0,8208,79.7,5326.98,4652.75,674.23,239.03,15809,10300,2635,22401,15809,12101,0
4/1/2017,Reuters,104381486,12000,5.32,361.38,1,85000,0,FL,0,10646,28.8,12307.01076,12000,307.01,10503.66,195157,37000,6730,248210,61649,76810,0
7/1/2015,Fake,55951434,10000,6.89,308.27,1,85000,0,FL,0,17597,54.7,10779.3182,10000,779.32,110.71,18466,31400,1539,33398,18466,0,0
1/1/2016,BBG,70471760,24000,8.39,491.13,1,74000,0,TX,0,24825,28,10782.49,7660.63,3121.86,491.13,36730,88700,2449,118700,36730,30000,0
8/1/2017,S&P,114181907,40000,5.32,1204.6,1,162050,1,CA,1,53865,33.9,4895.25,4136.48,758.77,1204.6,544820,158800,20179,719865,213969,186115,0
2/1/2015,Reuters,41288437,8000,17.57,287.5,0,70000,1,MA,0,10742,62.5,7150.38,4384.66,1924.72,287.5,44702,17200,3439,78665,44702,61465,1
7/1/2014,Fake,22294262,1000,20.99,37.67,0,27000,1,WA,0,19291,43.1,1356.116687,1000,356.12,37.67,97168,44800,4225,122893,19291,0,0
1/1/2017,BBG,96669232,3000,11.49,98.92,1,35000,1,WA,0,3102,86.2,1086.2,809.75,276.45,98.92,8891,3600,2223,15022,8891,11422,0
2/1/2016,S&P,70916214,6000,8.39,189.1,1,53000,0,NC,0,9334,55.2,4157.4,3486.41,670.99,189.1,189698,16900,8248,167872,189698,150972,0
7/1/2015,Reuters,52969571,22000,7.89,444.93,1,73054,1,TN,1,20241,75.2,12893.33,9559.23,3334.1,444.93,20241,26900,6747,26900,20241,0,0
10/1/2015,Fake,61373826,5000,9.17,159.4,1,40000,1,NY,0,4376,59.8,4143.45,3471.2,672.25,159.4,4376,6800,1094,6800,4376,0,0
7/1/2014,BBG,20709377,6500,17.57,233.6,0,210000,1,IL,0,74797,82.3,8409.169894,6500,1909.17,233.17,550968,90900,23955,589446,194687,125664,0
4/1/2016,S&P,78358584,9900,17.27,354.3,0,27500,1,AL,0,10008,55.6,7024.25,4868.87,2155.38,354.3,10008,18000,1112,18000,10008,0,0
1/1/2017,Reuters,97293936,15000,14.99,519.91,1,91000,1,WI,0,10988,97,15993.0437,15000,993.04,13925.89,159306,11300,19913,210657,50006,45029,0
6/1/2015,Fake,52556223,14000,12.69,316.33,1,76000,1,NY,0,25786,73,9470.16,5904.68,3565.48,316.33,142341,35300,17793,167958,142341,132658,0
9/1/2015,BBG,59372768,12000,9.17,382.55,1,90000,1,FL,0,14879,53.1,13493.94609,12000,1493.95,5466.51,14879,28000,1860,28000,14879,0,0
3/1/2016,S&P,73431358,10000,6.49,306.45,1,70000,0,IL,0,35989,64,6428.24,5596.39,831.85,306.45,35989,56200,3599,56200,35989,0,0
11/1/2014,Reuters,35083372,4000,10.49,130,1,28000,0,GA,0,1580,9.7,4233.04,4000,233.04,3457.7,19995,16300,1818,43613,19995,27313,0
11/1/2014,Fake,34793338,10000,14.31,343.29,1,57260,1,IL,0,3582,47.8,9280.87,6951.37,2312.34,171.65,5745,7500,638,13435,5745,4339,1
2/1/2014,BBG,11426439,4450,10.99,145.67,1,98000,0,NY,0,21806,77.6,5243.959602,4450,793.96,145.51,104917,28100,4035,114213,104917,86113,0
11/1/2013,S&P,9008577,16000,7.9,500.65,1,125000,1,TX,0,12027,34.9,17570.97,16000,1570.97,8560.65,12027,35100,1503,35100,12027,0,0
7/1/2016,Reuters,84142680,6000,16.99,213.89,0,41000,1,OR,0,4819,61.8,3630.47,2458.74,1171.73,213.89,16570,7800,3314,21800,16570,14000,0
2/1/2013,Fake,3360682,13000,6.03,395.67,1,84000,0,CA,1,7683,24.2,13528.73235,13000,528.73,10365.64,323570,31800,35952,383054,26729,44754,0
7/1/2016,BBG,85660700,6125,10.49,199.05,1,38000,1,IL,0,5240,66.3,3177.66,2487.16,690.5,199.05,26461,7900,4410,35178,26461,27278,0
3/1/2017,S&P,102956408,22975,16.99,819.01,0,51100,1,VA,0,7473,17,7327.72,4703.64,2624.08,819.01,90137,44000,8194,123791,90137,79791,0
2/1/2016,Reuters,70865814,35000,14.46,1204.06,1,84996,1,SC,0,45771,96.2,26549.39,19569.03,6980.36,1204.06,67654,47600,9665,83885,67654,27672,0
10/1/2014,Fake,31828095,16000,7.69,499.1,1,70000,1,NJ,0,8262,37.4,17960.63305,16000,1960.63,498.97,307771,22100,38471,354531,35764,37126,0
12/1/2014,BBG,37820522,5100,7.49,158.62,1,50000,0,NY,0,5382,20.8,5705.200702,5100,605.2,629.52,90284,25900,9028,119330,90284,87384,0
10/1/2015,S&P,61511858,7000,5.32,210.81,1,85000,1,NY,1,4879,9.5,7241.73,7000,241.73,4346.51,152683,51500,21812,207408,37751,37636,0
11/1/2016,Reuters,92728536,19450,14.99,674.15,1,54000,1,GA,0,10268,79,20061.35091,19450,611.35,19403.4,112525,13000,18754,145491,21024,24541,0
8/1/2015,Fake,58603269,15000,14.65,354.1,1,60000,1,MN,0,10020,82.8,9902.59,5666.55,4236.04,354.1,269640,12100,33705,312889,58830,49039,0
5/1/2017,BBG,100082833,14000,13.99,325.69,1,70000,1,IN,0,21006,48.9,2258.07,1177.87,1080.2,325.69,228300,43000,10377,300055,75683,103003,0
11/1/2015,S&P,65792376,15000,12.59,338.16,1,140000,0,NY,0,24159,92.2,8443.51,5137.18,3306.33,338.16,268012,26200,14890,312974,38577,25774,0
5/1/2014,Reuters,15610586,5600,11.99,185.98,1,40000,0,TN,1,3208,24.7,6657.01,5600,1057.01,1263.59,117899,13000,9069,143187,24159,29382,0
5/1/2016,Fake,77911152,24000,8.39,491.13,1,110000,1,ID,0,52649,75,9320.28,6545.59,2774.69,491.13,233875,70250,14617,280850,85351,35000,0
2/1/2014,BBG,10946365,10000,18.25,255.3,0,67073,1,MI,0,10688,79.8,3787.51,643.33,888.47,255.3,176090,13400,16008,188205,18011,12759,1
5/1/2017,S&P,109132861,11000,10.42,236,1,72000,0,HI,0,6980,95.6,1639.26,1009.37,629.89,236,35112,7300,11704,49548,35112,42248,0
5/1/2017,Reuters,107530628,20000,7.97,405.25,1,90000,0,CA,1,73837,31.6,2819.04,1944.84,874.2,405.25,538037,111900,44836,695900,73837,0,0
8/1/2017,Fake,116737054,6000,10.42,194.79,1,50000,1,NJ,0,0,0,772.21,578.24,193.97,194.79,329649,8000,54942,377356,58372,70781,0
10/1/2014,BBG,29264374,14000,10.99,458.28,1,35000,1,MI,0,12897,54.4,16378.17661,14000,2378.18,4004.62,73331,23700,9166,98974,27880,16274,0
5/1/2014,S&P,14348168,10000,18.25,255.3,0,35000,1,NJ,0,8396,93.3,13558.72,10000,3558.72,6920.92,26181,9000,3273,34380,26181,25380,0
11/1/2015,Reuters,63970022,10000,9.17,318.79,1,58000,1,KY,0,22256,58.7,7666.38,6357.99,1308.39,318.79,30588,37900,1457,58669,30588,20769,0
4/1/2016,Fake,77190251,3600,15.31,125.35,1,58710,1,KY,0,124,0.8,369.93,241.31,128.62,125.35,9624,15700,1069,25200,9624,9500,1
6/1/2017,BBG,109982714,30000,7.35,931.13,1,114285,1,CA,0,42318,61.3,5574.53,4553.51,1021.02,931.13,789172,69000,28185,837234,366714,274734,0
7/1/2014,S&P,22254971,8000,6.03,243.49,1,55000,0,AR,1,8604,27.6,8764.684288,8000,764.68,486.02,141678,31200,17710,171174,29686,24154,0
5/1/2017,Reuters,107449807,10000,11.49,329.72,1,125000,1,AL,0,7379,46.1,2301.66,1685.59,616.07,329.72,170515,16000,21314,229290,73553,83383,0
10/1/2016,Fake,90171245,18000,18.99,659.72,0,70300,1,IL,0,1865,37.3,20021.09268,18000,2021.09,16100.75,236679,5000,33811,242862,5932,4000,0
6/1/2013,BBG,5525840,9000,10.16,291.09,1,50000,0,GA,0,6387,44.7,10478.87251,9000,1478.87,290.72,111927,14300,22385,147884,18602,14284,0
5/1/2015,S&P,48131193,27000,12.69,610.06,1,79000,1,GA,0,15388,88.4,29641.42,27000,2641.42,24799.01,198868,17400,22096,233521,55165,72201,0
8/1/2013,Reuters,6549335,20000,10.64,651.37,1,90000,1,CA,0,14900,48.9,23448.75,20000,3448.75,1302.17,14900,30500,2129,30500,14900,0,0
12/1/2014,Fake,33471577,10800,16.49,265.46,0,60000,1,NJ,0,10059,47,14308.62731,10800,3508.63,7151.1,320590,21400,35621,371400,10059,0,0
2/1/2016,BBG,71643476,8000,9.75,257.2,1,80000,1,MA,0,6757,82.4,5654.07,4609.45,1044.62,257.2,22458,8200,2042,36266,22458,28066,0
10/1/2015,S&P,63425892,14400,7.89,291.23,1,77800,1,ND,1,14018,18.4,15563.84267,14400,1163.84,12081.7,93636,76000,11705,161945,23151,14945,0
5/1/2014,Reuters,15750833,19200,15.61,671.33,0,48000,1,IN,0,15391,66.2,12464.71,7437.22,3304.06,671.33,23896,24300,2655,41215,23896,16915,1
8/1/2015,Fake,58400198,9100,8.18,285.92,1,90000,0,NJ,0,9054,49.2,8097.49,7001.16,1096.33,285.92,228189,18400,45638,279718,27899,49231,0
6/1/2017,BBG,110438651,16000,20,423.91,0,80000,0,CO,0,36119,76.7,2525.68,983.66,1542.02,423.91,279156,47069,13958,305149,61695,30283,0
4/1/2015,S&P,45414363,12000,8.18,244.36,1,50000,0,TX,1,19629,24.9,7839.81,5790.93,2048.88,244.36,192664,78900,14820,260200,19629,0,0
6/1/2016,Reuters,81609190,28000,11.49,923.2,1,90000,1,GA,0,0,0,30701.77021,28000,2701.77,21505.52,21728,25000,4346,49644,21728,24644,0
3/1/2015,Fake,43569463,30000,9.99,967.88,1,75000,1,GA,1,27362,75.1,34389.59233,30000,4389.59,11177.12,75530,35600,5395,102172,75530,49136,0
6/1/2017,BBG,110631677,15000,10.42,486.98,1,48000,1,NY,0,5584,38.5,2952.27,2187.39,764.88,486.98,38715,14500,4839,61935,38715,47435,0
1/1/2016,S&P,68418712,30000,18.49,769.83,0,115000,1,NY,0,26874,43.8,30400.62,30000,400.62,30431.44,164547,61400,9679,233702,61657,61490,0
6/1/2014,Reuters,18715582,22400,14.99,776.4,1,92250,1,WA,0,45214,74.4,24559.2,22400,2159.2,19124.4,328095,60800,29827,360217,62311,32217,0
